ride_review,ride_rating,sentiment
I requested Uber ride I never received charged I tried get another ride place ride trying charge There one talk You email hear something back one contacted yet I heard good things Uber I never use services,1.0,0
Cell left vehicle April visiting Colombia Only way contact UBER asking help web page Driver answer UBER contact driver I left several messages immediately next following days UBER answered messages days later Driver called days later indicating cellular UBER said,1.0,0
It happened times row I scheduled ride drivers never showed I travel regular basis I schedule ride night airport thinking I time Uber I missed flight times never got refunded plane fare I sent email stating complaint The first time never got back March morning Same thing happened today Also I flight The first driver never showed Called stating late mins away Instead min I missed flight airport When I asked I scheduled ride night stated IT NOT HIS job time told called nearest driver thing Happened I trust Uber I choice show The driver name The second driver I scheduled ride today also unprofessional rude Called supposed min ago half hour still He stated missed exit wo able make What hell I trust Uber services Will never book Well care less lot business app based business Their service good seem like fraud If charge dollar fee many people charging making thousands money everyone NOT REFUNDING What I point This FRAUD Drivers canceling charging Uber reliable making much money They care customers I submitted complaint last time No one responded Do number call They app based horrible service Driver name NABIN driving TOYOTA VENZA plate Do trust driver Charged money never gave back Very upset situation Someone NEEDS TO TAKE ACTION ON THIS,1.0,0
I live SF I NOT use Uber Lyft anymore rude driver behavior I found many drivers companies follow basic courtesy least pulling road pickup drop And I mean curb space mere feet away In fact I saw driver pick passenger middle intersection granted way intersection He block traffic often case Both companies need list customer driver stop closest parking road location And drivers need pull OFF roadway,1.0,0
I used Uber really expensive Their app got problem I contact driver way every time I try contact directs Uber Help I believe nobody help You never call Uber talk somebody sounds like whole thing software machine controlled If chance cancel ride charge They screwing taxi drivers better Where I live UberX nonsense expensive Uber They making tons money stupid application system therefore I deleting app,1.0,0
They deducted total Rs short distance ride showed Rs booking cab They first deducted Rs Paytm account ride completed March around pm Then I complained customer care next day told adjusted fare rest refunded back days deducted Rs Paytm March morning I take ride So total Rs deduction happened Now days I inquired asking money told longer route refund processed While I take longer route asking Also saying money adjusted update refund Such cheat,1.0,0
I NYC last night Wed friend I came helicopter departing later way I never requested ride Nothing phone showing I But missed calls voicemail pm pm I called back said need charge cancel fee showing This scam evidence phone I ever requested ride I contact Uber said legitimate charge,1.0,0
Uber lose race Ola eventually The negative news find themself surrounded soon bring I give much negative news I recently March witnessed lack customer care The Uber cab requested reach Ramaiah Hospital pm He refused pick aunt wheelchair She released hospital full recovery aged want walk He zoomed away style What moron expect customer calls hospital We called reliable trustworthy Ola reached home sound safe In process Uber lost potential base least customers relatives shared incident decided stay away Uber,1.0,0
Had difficulty figuring app Phone result cancel trip soon I entered address I entered home place I going came wrong I notice I booked ride Soon I realized error I canceled trip I actually error several time canceled ride I made several errors trying schedule future pickup time cancel ride When I finally figured App tried reschedule ride I got message ERROR Too many cancellations Please retry requesting later When I messaged UBER kept asking send screenshot phone I showing error message I sent actual error message After several emails finally said I reinstated That true I kept getting message I finally gave since I schedule future pickup day time,1.0,0
A week ago I tried Uber hotel near LAX I told car mins driver called cancelled A second one I got cancellation message However I charged I reported I get credit This happened NYC Complained I got credit I never able use In business called scam In future I use cab least I get charged,1.0,0
I requested Uber We going uptown I live miles downtown Nashville My rate quoted We used Uber back I checked bank account next day surprise Uber charged going Nashville coming back When I inquired I basically given runaround telling I put different address went Once I showed Google mileage receipt I printed Uber showing I put correct address changed It demanding night fares went That really funny girl drove us said slow night Uber overcharged tried lie I never use Uber,1.0,0
I using Uber couple years I use UberPool least week I recently requested ride home babysitting pretty upset I charged I agreed honor initial price The price I told I got home I saw The driver miss exit add time distance I figured I explain customer service refund difference fault I hope driver intentionally They standing charged I pretty heated I going start use Lyft much possible even though little expensive I super disappointed customer service,1.0,0
I woke one day find someone ordered ride using account Philadelphia I asleep New York Naturally I changed password sent email Uber support team look issue They look issue whatsoever issue refund failed provide number call I speak representative Apparently someone steals information poorly protected uses money pay ride Uber cares someone paid ride This place I file complaint,1.0,0
I ridden Uber times time drivers new America speak English When I want make sure I get English speaking driver I way call UBER It easier pay local cab dollars known drivers I deleted Uber,1.0,0
I UBER driver lingers front apartment window sometimes headlights shining apartment He lurks hours day night I called police contacted UBER nothing done UBER response We address nonrider complaints He drives white Lexus LA license Complain ever get creepy driver,1.0,0
Requested pickup Seattle March request accepted minute ETA I placed pin exactly I standing visible spot sidewalk easy access Watched driver drive around Uber app never coming closer blocks After minutes message popped apologizing inconvenience DRIVER cancelled made late dinner reservation Adding insult injury I also saw charged cancellation fee I immediately disputed many exchanges I explained happened also pointed driver far exceeded minutes past minute ETA entitled ME cancel per THEIR OWN POLICY promise credit future needs understand use Uber pay upfront guarantee show THEY driver claim pickup point still charged fee It seems problem easily eliminated requiring rider provide driver random authorization code provided rider Uber app order get paid They also avoid missing rider disputes simply matching driver cancellation like caution rider pickup location If locations close proximity case blocks away know DRIVER one improperly cancelled fee charged I recommend anyone use service without understanding may get picked still charged,1.0,0
Last Monday I called Uber ride Pomona Ca Ontario Ca Airport I got contact showed approx dollars All sudden page went blank I called Uber requesting Uber charge came gave name driver less minutes away So I parking lot business luggage drove I waved let know I one I sure saw within away Without hesitation hard degrees sped parking lot gone without word I bit aggravated So I dialed Uber To pickup delivery fare jumped And change I sure happening I ride Airport thinking mistake get right back original fare The Driver called said passenger ok I said yes He less minutes away I watched phone wandered around Got minute missed turn went minutes Well happened several times I called tell turn said GPS messed No doubt I watched drive address I given called Told turn around come back This took almost hour get He told GPS working correctly I asked know get Airport Yes We go quarter mile turned road Dead Street So turn around start I pulled phone used phone GPS get us Airport Now Uber charged Surge Fee whatever original fare I contacted thru way possible FB finally agreed take overcharge None fault I want original fare I owe I contacted Credit card company filed complaint contest overcharge I one trip west used Uber times I signed Lyft,1.0,0
I avid Uber rider quite But recently business disabling rider accounts NO APPARENT REASON I stranded freezing rain trying request Uber account disabled wo tell They keep telling SECURITY reasons Well I pay fares reason account disabled Today last straw I requested ride work course needed timely manner The driver initially around minutes away But turned minutes turned minutes I choice cancel I WAS CHARGED A CANCELLATION FEE I WAS CHARGED FOR THEIR DRIVER BEING INCOMPETENT They REFUSED refund money even though clearly stole I deleted account day Please support thieves run Uber Try rideshare NOT Uber They already overpriced mediocre drivers never know going I HAD IT Uber Please make mistake trusting credit card number like charge card Willy nilly,1.0,0
The first time I used Uber driver rushed I waiting minutes help luggage rude The next time opposite So toss depending individual I DID bad taste mouth first experience,3.0,1
I took uberPOOL rate came used promo code discount While alighting driver said pay I paid cash alighted Again I took showed I confirmed pick While alighting driver asked I said said I balance pay Uber I want block road cause traffic jam I settled Strange Do even credit facility Uber trips I give card details cash payment Then let alight less fare charge later Discrepancy fares days charging I wanted refund extra charged Uber complaint firm asks card details I dealing cash I like Uber co clarify I charged extra Now trip list also show previous discrepancy,1.0,0
Used Uber Boston MA Driver excellent knew way around peak driving time work We used Uber times always got destination time,5.0,1
I took trust factor Uber I got ripped left cold I suffered severe pain well The drivers great whoever money part took much In I way home I kept telling They kept showing receipt days lot I contacted Uber restored money I keep pushing one thing I learned go morning rates different make sure enough cover,1.0,0
I loyal customer Uber I even get hold anyone The drivers great However charging system unprofessional unreliable I going report lost stolen due They surcharges flash fast even get chance see charges They also start charging rides even take even requested even authorized This get money scam I trust Uber unless awhile type thing continuous customer drain account watch closely overdrawn many fees Luckily I watch mine I going go Lyft Hopefully better,1.0,0
I used Uber Miami Beach Rio de Janiero Costa Rica It fast convenient get car location fact guessing cost ride going simply excellent What I really like fact know driver going type car driving,5.0,1
I requested trip using UberPool I using daily location Today I received Uber receipt daily charge higher I used app dispute charge receive crazy response stating I charged correctly They liars lazy even research issues Looking map app driver drove location continued No one else car He ended call I reached Uber gotten large quality customer service diminished They need monitor drivers better If actually researched issue I sure records requested destination I entered I picked The app GPS It also map went location I requested I understand I charged going address I go I request go location Uber needs right customers A drivers diminishing quality services They need realize company game I already researching alternative means I also disputing overcharged amount bank,1.0,0
Uber proven reliable source service one one mode transportation,4.0,1
Excellent app Does beg tips Lets rate driver ambiance Shows proximity driver location Allows way communication driver en route Many drivers visible Uber sign identify vehicle Have transported hospital crutches sometimes walker super helpful courteous,5.0,1
We love Uber We never wait three minutes ride The cars always clean every driver courteous professional speaks audible English We yet meet one enjoy working Uber,5.0,1
This morning I ordered cab app My credit card charged The app said driver minutes away It showed car going home After mins I called driver times pick I cancelled car mins later total mins I ordered new cab app came mins They charged ride cancellation fee I emailed since customer service number basically told I cancelled I charged They crazy basically called liar Why I order another cab I lying refuse credit card So I cancel card I never ever ever use service They even put wrong address They crooks Imagine many people get way It disgusting,1.0,0
I used Uber go stressful dr appointment wish I driven I The vehicle mess smelled awful leather seats sticky I afraid ask It bad trip anyway place I going traffic busy The driver swerved traffic least miles speed limit And rude,1.0,0
Figure risky UBER charge right credit card whatever want fact One day route I charged times much driver UBER driver intentionally took longer route get destination charge I know trip I check emails end day late hard find right subject submit complaint UBER Their customer service horrible listen complaint using patterns reply I WILL NOT USE UBER AGAIN I think Uber drivers way rob customers,1.0,0
Uber tries hard give rider great rideshare experience I taken Uber many times met wonderful drivers Always time always clean,5.0,1
Uber convenient However unlike started visually anyone driver Their ability keep quality control working Now dirty uncomfortable cars rude arrogant barely speak English CS nightmare,3.0,1
Uber stellar solution commuting home area northern VA Seems I one issue resolved within hrs driver use shortest route possible I immediately refunded difference Each driver great operation vehicle demeanor I also used Uber Washington FL,5.0,1
I requested Uber LA Pasadena quoted estimated I charged full price discount getting Uber new client use Referral Promo Code removed account honored I aware I took trip home I charged dollars Once second discount removed account honored I charged full amount trip Additionally driver canceled en route location instructed call someone else Uber charged cancellation fee Uber may promising concept point since I used many times customer service seriously depleted I used promote I actually opposite I heavily promoting Lyft duty resort concierge I speak thousands people every month really screwed former client rich according recent news Uber boss abusive sexist creep facing potential lawsuits former employees I hope Lyft becomes dominating service I definitely going help,1.0,0
Uber gradually allowing drivers poor reviews work I safety issues even driver clearly influence among safety issues Re Uber drivers When I canceled ride due low review scoring passengers charged cancellation fees refused refund This happened three times row I cancelled trips within less allows cancel trips I feel safe riding driver poor review score configured ride drivers score I encountered safety issues drivers I try Lyft Cabify Juno Via choosing Uber I sure companies continue come market provide much better services compete Uber,1.0,0
I free rides I booked Uber ride From Ramakrishna Ashram Bangalore Jaynagar Block Bangalore I paid Rs even though distance less The distance around But I paid really fair I upset Uber Service Please clarify My Query I waiting kind reply,1.0,0
I great Uber rides one outright dangerous The dangerous one driver Philadelphia enough room old car luggage rap music turned loud I hear phone texted way airport But overall pretty good Toronto drivers I even understand due accents The cities I find best Phoenix Denver Las Vegas,4.0,1
I disabled I waited Uber cold wind almost minutes guy said minutes min never came He lost gas station address I gave It corner I walk I finally got new cab min The cab driver way got freeway wrong street turn around charged mistake cab driver charged cancellation fee I tried speak Uber generic answers treat questions concerns case case Maybe I try Lyft I heard people better,1.0,0
I use Uber town trips Recently New Orleans I charged initially quoted two trips Uber Customer service bother investigate complaint simply sent form letter stating charged correctly matter resolved,2.0,0
I use Uber occasions car needed repair I used app really convenient use It shows cars local area close location They show driver approximately soon arrive I found drivers polite good drivers I use needed,5.0,1
I set appointment ride March pickup location ride doctor Kimel Forest Park Drive Pickup window The driver call showed So I realized coming like I found another Uber driver take appointment Well unfortunately time got I already past appointment time seven minutes honor appointment They told I pay rescheduling fee I cancel appointment within hours Well reason cancel appointment original Uber driver time take doctor So I found doctor I paid fee I meet Lee called Uber back pickup Kimel Forest Park Drive back Residence You check records driver originally supposed pick unreliable unprofessional picking phone calling notifying going able make At point I gotten another driver got time refused So I realized going late I called another driver He got little bit appointment scheduled I notified I pay rescheduling fee I reschedule appointment immediately At time I searched another Uber driver take home He pick Kimel Forest Park Drive took Residence Both drivers took brought home extremely professional courteous pleasure ride My problem original driver original pick time call window By showing I paid ride doctor reason I appointment due driver late I pay rescheduling fee doctor totally unacceptable This first time Uber customer really good way start business relationship I appreciate help rectify situation,1.0,0
Requested pickup Disneyland hotel Driver minutes away Car never showed moving I texted driver Driver texted back arriving hotel point minutes I called driver told walk past AMC theater Downtown Disney couple blocks past That minute walk He refused come hotel said allowed enter property true Driver hung I charged cancel fee plus pay last minute taxi lax Uber useless disputing fees zero ability talk human They send email saying reviewed complaint charges appropriate Will NEVER use Uber Total scam,1.0,0
On Feb night I boarding Uber cab daughter booked driver started without checking I got door closed Result right foot came wheel car I shout stop I asked reverse car took good five minutes inched back bit I told reverse foot still stuck yell decided move back The pain unbearable I go hospital insurance left back daughters decided India go hospital due language barrier France comprehending English challenge I want wrong diagnosis I ended ligament tear right ankle take long heal I submitted hospital report Uber told compensate injury I wrote uber support Natasha called today asked I insurance I Paris I told instead asking claim insurance Uber actually pay compensation injury unwarranted pain caused due negligence uber driver duty I shocked responded Uber responsible anything happens customer ride I take company driver works ridiculous shame established company like Uber washing responsibility leaving affected passenger sort third party The cab booked uber saying uber responsible disgrace speaks volumes lack business ethics Uber demonstrates I wrote Travis Kalanick even tweeted post response,1.0,0
I recently need transportation Tampa FL assisting medical issue We flew Texas told try Uber instead regular taxi We pleased vehicles clean drivers friendly prices much better taxis I know cost airport hotel taxi cost cost returning airport hotel Uber car,5.0,1
We pick point Little Italy San Diego California moment ordered Uber ride Our driver never showed We request another Uber driver took us airport Uber refused incorrect cancellation fee,1.0,0
This first experience using Uber I called ride given price I accepted ride overall happy prompt pick driver Later month I reviewed charge card noticed I billed Uber next day additional When I emailed complained answer driver unable calculate price correctly I believe Uber charge card without consent The fact driver made mistake problem agreed cost first time using Uber Later I told I given discount new customer Uber standing behind additional charge This worst customer service I ca believe Uber thinks ok charge card ride Can imagine store charges add additional cost whatever reason wanted This right The driver eat cost learn mistake,1.0,0
Some drivers creepy Some passengers rude I like surges passenger cool drivers,4.0,1
My husband I staying Hotel Chicago We going dinner knew need cab The line cab long moving slowly Our daughter us called Uber minutes If waited long line missed dinner reservation The driver pleasant college student neat clean car We used Uber Olympics Rio last summer cheap drivers quick,5.0,1
Uber care I charged ride I taken many times never paid They adjusted fee next morning claimed driver let us know issue prevented trip timed properly added charges reflect After dealing new customer rep every question getting explanation I moved challenge bank Enabling fraud horrible customer service Zero stars possible,1.0,0
I used Uber generally good But occasion either never showed find location inconvenient I find alternate method,4.0,1
My first experience Uber San Diego My wife I attended event Union Station wanted ride back hotel We called taxi message vehicles area call back hour inquire We downloaded Uber app less minutes later Uber,4.0,1
I live Las Vegas NV experience one drivers tailgating freeway passenger car I sent messages website every form social media let know need check drivers thoroughly nitwits I getting canned responses one acknowledging issue hand Sounds like real winning company sure,1.0,0
I using Uber quite time normally app since I fighting phone company I ordering via internet I normally take pool cheaper obviously provide fair quotes pool I cross reference UberX first ensure surging make pool request So I like normal price I figured pool least less To surprise I paid I even took screenshot sent Uber reply except automated message Straight rip Use Lyft,1.0,0
I going friends decided get Uber We called Uber come pick us apartment We gave address drove us destination It long ride tried talk He rude us gave us short one word sarcastic answers When dropped us anywhere close destination walk two miles get This good Uber Experience,1.0,0
I used Uber last weekend first time drivers amazing I felt comfortable safe Found experience good,5.0,1
I one experience request Uber confirm pick never show Myself friend stood half hour pm night waiting driver called said right It dark women standing street feeling unsafe waited Then next days I deal Uber charging card cancellation They wanted satisfy credit whole inconvenience Seriously Very unreliable worried customer safety satisfaction,1.0,0
I called set Uber ride As I waiting I saw making wrong turns driving away I called contact number received message phone receiving calls time I texted going wrong way respond I saw sitting moving anymore I texted still respond After I cancelled ride new ride got Target parking lot cold By time new driver came got home almost I charged ride I cancelled I contacted Uber said So driver phone find still charge even though waited called texted driver respond You stuck charge I feel reprimand driver let take loss charge setting better driver,1.0,0
Uber one shady unethical companies ever created I stopped driving year ago decided try UberEats delivery person I figured better I drive people boy I wrong First take every delivery Then enough delivery drivers I noticed I driving mins reach restaurant compensated pick order delivered location may mins away Giving driver whopping delivery I also gone pick orders arrive restaurant find order cancelled Uber compensate driver cancellation fee The order still showed active app nobody took time notify I stopped accepting requests mins away So order cancelled I lose anything So guess Uber started manipulating travel time restaurants often times changing min away So I received request instead showing actual mins away showed min So accept request hit navigation GPS shows actual time cases restaurants mins away It work though I deliver areas I know really well I well aware restaurants close location At first I thought something wrong app Uber never responded I asked manipulating instant pay Uber offers drivers option cash daily using instant pay Sound like winner right Wrong Instant pay work time There several times I needed emergency money bills etc So I go deliver hit instant pay button guess I worked hours I ca get money I contact support means never resolved Uber give I received different reasons different support reps I get money Uber says keep driving check back week days It resolved They charged flimsy delivery bag I never asked I delivering weeks I received something mail I set aside never opened days later I checking earnings I noticed missing Contacted support see money told delivery bag I never ordered asked I told I like refund I order I open Next thing I know like You keep bag give refund A days later I noticed Uber sent email offering I give pay statements Lyft When I answer sent another email offering No thanks Uber That private information I keep lies time drivers earnings also riders really thorough background checks drivers Nor research restaurants use UberEats A lot restaurants I picked orders low health scores Most low high good They concern anyone They care bottom line If deliver make sure accept orders close proximity otherwise lose money Keep mind court ruled Uber penalize accepting orders accepting cancelling days ago I needed emergency money I turned app I started deliveries I reached goal I hit button cash never received money I contacted support literally blown They made effort help I ended borrow money mom The final straw I attended Uber q Uber employees answering questions laughing unprofessional They responding drivers like went less weeks UberEats delivery driver I delete app I sent request permanently delete account When I sent delete request I received generic response Uber asking help Well day late case short I ca support company care anyone If use service rider driver make sure pay attention money,1.0,0
I arrived Las Vegas called Uber driver Judylynn acted nice etc asked I wanted charge cell phone Not thinking necessary I gave charge She dropped Hotel strip I soon realized I left phone car Gone You ca get touch Uber phone She wo I going call LVMPD report stolen And get security video This Horse Manure What hell wrong people You fired,1.0,0
How keep getting away things I use Uber everyday multiple times day I drivers blow stop signs drive recklessly etc I needed Uber night I used app I connected Mohammed He immediately calls tell min away even though app always accurate said min away I told I wait min later since obviously took sweet time pulls halfway block I walk towards I open door driver passenger side drives He actually hit hurt I called repeatedly answer He pulls end block main road As I speed walk towards waving arms drove I saw drive drive around neighborhood park around block see app I called nothing He cancels trip I charged cancellation fee I wrote Uber driver clearly reckless emails generic one really reads anything They refund money thinking concern The emails go back forth finally get someone name Lia extremely rude said I get refund company need give one meet eye eye case closed I witness I almost hit drove company responds Someone loyal customer I use Uber multiple times day I want something done customer service rep Lia driver I backing I enough,1.0,0
First I want say I used Ubers months NEVER problem Wanted write happened let others know Uber great A friend always used Uber Phila I idea I recently moved Florida took trip back home Phila via Tampa airport The cost Uber airport I gave tip On way back Tampa airport I also use UBER WRONG Again NO IDEA Ubers allowed near Airport After flight got LATE evening I got online summon Uber site pull I tried I worried submitted using Taxi I walked sitting side asked available They stated yes I like go I told Treasure Island told LEAST WHAT I said Ubers charge I get online He said You wo NOT allowed So taxi rob people Taxi want Ubers rob people especially need I BUT I took taxi bridge friend pick Guess I taxi minutes charge That BS I got bridge instead calling friend I called Uber STILL got home cheaper Taxi drivers legal thieves It really needs stop,5.0,1
I experience stolen Uber customer despite contacting Uber using police legally expectations Uber declined give police information need prosecute thieving customer It sad Uber came Kenyan market Kenya police They made impossible get reprieve crimes committed drivers customers To get security team email nightmare They phone communication confused staff keep sending junk mail despite complaints,1.0,0
Be careful Uber getting sloppy overcharges providing credits charging Cancellation fees canceled This All happened within last week Uber late arrival twice last week They sent text message time stating credit next fare It ride I never keep text messages I remember sort problem I ride quite bit I think anything credits couple days messaged Uber several times They want provide dates times text message I provided dates times yet still ask I flabbergasted text messages comes credits Still working Funny want provide proof look receipt Their Customer Service regarding issue complete joke Another time Overcharged If I look receipt screwed overcharge A driver canceled ride last night Uber charged cancellation fee I still waiting response Now I review every charge,1.0,0
We know Uber lousy try Lyft instead another example Arriving Fort Lauderdale airport tried Uber It accepted driver called cancelled saying early They told go app cancel I assume charge get trouble cancelling ride This happened second time different driver exactly Then finally one arrived Uber charge credit card cancelled fees instead charged entire amount rides I take list site cancelled I paying close attention credit card transactions gone unnoticed There way contact Uber support either When call tell send email support Then send email address comes back address get monitored read Uber sucks,1.0,0
I saw commercials needed transportation I disabled knees legs also weakened I opened Uber account added promo code thought I set first trip wrong I refused pick times stranded I tried walking legs gave way fell side road stranger helped gave ride home I contacted company stated account problem fine next ride I dropped family member work called Uber I refused ride I pay pocket I granddaughter dropped home contacted uber said I must credit debit Paypal android etc form payment I explained I two reps confirmed I use gift cards I requested refund gift card Uber refused stating Either give us credit card services give refund So I sit swollen knees It bad experience I need doctor appointment,1.0,0
I purchased flat fare package NYC use boroughs Uber pool Uberx fare I take Uber pool clearly quoted I screenshot charged I contacted Uber customer service sucks told driver issue prevented trip timed according proper pick drop It clearly states felt driver compensated This company putting fake advertisements charging totally different fee without customer consent,1.0,0
Here I sent I sick fraudulent charging cancellation fees When I cancel within SECONDS ordering car warns may fee canceling MINUTES After ordering Yet regularly charge cancellation fee I asked customer service people escalate Legal department This illegal practice Then I dispute charges You gambling people wo complain wo notice I notice Today I canceled two cars within seconds ordering eta long I got charged customer service refusing refund ILLEGAL charge Disgusting I inform every legal authority I think order protect public Meanwhile I demand refund two appropriate per YOUR rules cancellations,1.0,0
We booked confirmed pickup Anna Maria Fl PIE Fri No show Lost flight get another Tampa Omaha cost us Did talk someone Uber said nothing Should insurance something like Never done yet,1.0,0
Supposedly Uber meant cashless per response unless got driver The ride Boca TOOJAY Deli Glades Rd WPB started stop gas station driver complained cost pay cash vs credit card per gallon The ride went well arrived WPB drive said I credit cards I offered card This fine I always carry cash I asked much said like like I said fine I handed driver asked back He said offered ones went house grabbed I gave I get electronic receipt iPhone showing receipt The receipt attached I tell first time Uber customer I defrauded money issue I plan individuals staff seek YOU right thing Uber Thanks letting us know Greg As reminder Uber experience meant cashless We happy review trips make necessary adjustments fares let us know issues arise We also reached driver get side story well In meantime let us know anything else help Sent MICHAEL Tuesday February AM,1.0,0
My Uber ride home enjoyable I paid After shopping I turned Uber app request ride Everything normal moment I pressed request ride The app moved view airport asked select location I backed tried app still insisted I select location within airport Funny thing There blue dot REAL PICK location app allowing click blue dot When I manually entered location still swung back airport I yr old choice agree ridiculous overcharging When I brought Uber attention I dismissed gave response It higher demand Uber service Yeah OK Long story I ripped Uber gives I NOT using service ever,1.0,0
Undisclosed charges fees This company offer support driver partners They adjust fare payments without giving driver notice close http links access driver support withhold account information I received full payment service rendered reach live person received chat response resolve,1.0,0
Two days ago I took trip Uber Santo Domingo Dominican Republic I normally use service every day Another passenger trip forgot phone car Since sent messages Uber Customer service They finally determined driver found phone still waiting returned Uber driver direct contact information yet way I get feedback Uber Customer Service system I think cases Uber make easier driver customer communicate directly I longer using Uber recommending services incident We want item returned I longer trust service reliability safety rating,1.0,0
Let start saying I disability My team office decide lunch Clyde Chinatown The driver taking Chinatown pick front building want I like keep trying invite lunch The nightmare I watching driver going around circles I tried calling answer He finally called I barely understand He wanted meet almost block away I told I disability needed pick front Clyde cancelled scheduled another ride Once I person wanted meet corner I finally took taxi back office picked front Clyde dropped front office From I need travel DC I taking taxi By way I complained Uber I got Sorry I trust vetting driver Oh way driver cancelled charged cancellation fee Uber refund email keep implying fault I want know fault drivers seem know drive DC Never,1.0,0
Regardless Uber says care less driver earnings interested signing new drivers Last Saturday night Ocean City Maryland coastal town runs miles long drivers That one every feet roadway That nothing total BS About every three days I get message Uber offering bonus I refer new driver make trips Hey Uber concentrating drivers making driver app work,1.0,0
Uber care drivers So UBER take fuel charges weeks sends letter explaining fault correct problem two pay periods take fuel charges one pay And top riders damage vehicle UBER tells pay deductible file claim They overcharge riders upfront pricing takes nearly rides miles And fair driving night subjects rated drunk racists turn deciding factors whether I able continue driving platform,1.0,0
I purchased Uber gift card put card I unable use every time I try book ride says accept form payment I back forth via Uber tried everything told nothing working I since pay transportation costs I use Uber credit It shows account wo process Uber able give solution attempted refund money I money give away I want back DO NOT PURCHASE AN UBER GIFT CARD IT WILL BE A WASTE OF MONEY,1.0,0
Used Uber probably times time arrived almost minutes late ended wrong destination They pay attention sign road showing address reliable means locating simple address Absolutely ridiculous In last times I used also added booking fee Unimpressed In speaking drivers area know going Relying solely GPS One driver even know bearings N S E That baffled end As result crappy service I cancelled account Local cabs dollars arrive time know EXACTLY going,1.0,0
This damn service charging rides I used I notice bank statement Uber charging rides week I notify bank pull rides past days I used I OTR truck driver cars home My next step report Uber BBB take court crap For I take cab pay extra money instead getting ripped UBER PEOPLE Stop using uber,1.0,0
My vehicle inspection ran Uber gave notice I went got inspected sent inspection papers Uber They emailed back said wrong form You get Uber forms fill But I respond back email find get I tried days get touch Uber form need CAN NOT get touch anyone way They reply generalized questions website,1.0,0
I signed Google ad directly Uber website Orange County drivers CA receive signing No conditions terms listed I took pics video I read many stories trying cheat people I inquired I signed I get bonus told OC drivers I googled ad still running OC drivers I took pics video wrote false advertising They told pay full bonus rides After rides contacted saying I get link SanFran link I already sent evidence Orange County link I weeks I written opt Arbitration letter I going pay I opting joining lawsuit This intentional scamming They running ads USD bonus new drivers OC tell get,1.0,0
We never used Uber know procedure friend called confirm minute trip home airport The ride cost us We know friend charged account Of course got airport driver removed luggage held hand We gave unknowingly paid advanced phone secured credit card payment He knew darn well must mistake No way anyone tips minute ride He say anything The driver kept money,1.0,0
I driving Uber Uber navigation application total disappointment When accept rider request address rider disappears application screen leaving mercy Uber application navigate well So time enter vehicle GPS application Then Uber application routes wrong location understand direction car actually going I used Google maps Waze applications issue The Uber application interface either well going circles quite often Uber waste time money make Uber gets big portion fees They done better job development My car GPS runs circles around Uber application problems getting specific addresses So wrong Uber application,3.0,1
App works fine nowApp works fine nowI driver active account This second third time I opened app forces go Bonjour leasing partner website without allowing access account I NOT ASK one overpriced per month leases I JUST want get account,4.0,1
I booked Uber railway station The status showed take mins reach destination The Uber driver SADIKNOOR whose car number almost right called inquired I wanted go I told destination railway station After waiting long able see driver I called asked much time take He said take mins reach He telling proper destination inquiring got know mins mins I also got know driver moving opposite direction It around pm We tense train senior citizens despite leaving home early afraid oldies needed rush ignore consequences health catch train Thanks Uber,1.0,0
Uber horrid work Week week keep issuing fee UberEATS bag I already paid Each week gets taken still yet fix Secondly give incentives make impossible reach I earned additional instead say somehow I meet requirements This company joke,1.0,0
I confirmed pick Uber The trip driver come pick says place minutes So minutes passed driver never shows I cancel pick Uber I cancel Uber deducted account I cancel pick credited next ride Why I used Uber screwed I think fault fulfill contract place minutes That I cancel trip otherwise I stick,1.0,0
Well I sign Uber I looking extra income side In beginning started pretty slow I figured things make decent money using Uber Like previous reviews money make really cover expenses like gas car maintenance etc For example total trip fee Uber fee actual earnings gas online hours Which comes minimum wage I put I needed money However recently I pick three passengers I husband drive I feeling well I also vehicle account one three reported Uber husband driver Uber put account hold call investigation complete I received email Uber situation They said since else drove beside I ban I email back said Why I get warning first offense instead complete ban They said zero tolerance account sharing based Uber Driver Their customer service sucks even try call matters I told I seen guidelines beforehand I let husband drive I believe even encourage drivers read entire policies work Either driver rider beware Uber tactics,1.0,0
I picked customer exactly surge area went miles away So I surge area But Uber gave surge trip I messaged Uber said I surge But I sure Next day I got another request surge place That time I took screenshot shows request comes surge sides surge appears I send information Uber Uber still says surge side asking customer name I save customers name information customers I said like I know trip I sent trip information I They still says customer name trip date whatever They give day I took request I waited mins I called customer said I come I lost keys Please cancel trip I said okay This happens times Because Uber changed driver screen longer I see trips canceled driver So I information I told Uber I cancellation fees They still says Okay give us customer name trip date time fare Hey trip even start customer come I give fare information Also I record customer name whatever If wanted find trip many minutes I waited This totally weird From surge I cancellation fees My total lost I gon na drive Uber They weird And everytime messaged templates help totally,1.0,0
I took Uber terminal house The bill Later I checked credit card I charged cleaning fee It wife back seat The driver put luggage trunk I emailed Uber immediately send picture back seat full garbage rocks food etc I explained situation I called bank Finally apologized promised complete refund Please take picture car This drivers use kind strategy charge times money Be advised Thanks,1.0,0
I signed almost month ago I get daily Processing account The site said days Not month I signed Christmas I almost January Why Nobody tell I gotten hold customers services many times Still waiting,1.0,0
