SystemCodeNumber,Capacity,Occupancy,LastUpdated
BHMBRCBRG03,849,247,2016-11-10 12:00:10
BHMBRCBRG03,849,257,2016-11-10 12:27:14
BHMBRCBRG03,849,267,2016-11-10 13:00:13
BHMBRCBRG03,849,276,2016-11-10 13:34:14
BHMBRCBRG03,849,266,2016-11-10 14:00:15
BHMBRCBRG03,849,257,2016-11-10 14:27:13
BHMBRCBRG03,849,233,2016-11-10 15:00:13
BHMBRCBRG03,849,228,2016-11-10 15:27:15
BHMBRCBRG03,849,218,2016-11-10 16:00:15
BHMBRCBRG03,849,194,2016-11-10 16:27:13
BHMBRCBRG03,849,68,2016-11-11 08:00:17
BHMBRCBRG03,849,77,2016-11-11 08:27:19
BHMBRCBRG03,849,95,2016-11-11 09:00:19
BHMBRCBRG03,849,127,2016-11-11 09:27:16
BHMBRCBRG03,849,166,2016-11-11 10:00:16
BHMBRCBRG03,849,203,2016-11-11 10:27:18
BHMBRCBRG03,849,226,2016-11-11 11:00:18
BHMBRCBRG03,849,254,2016-11-11 11:27:18
BHMBRCBRG03,849,274,2016-11-11 12:00:21
BHMBRCBRG03,849,287,2016-11-11 12:27:21
BHMBRCBRG03,849,303,2016-11-11 13:00:19
BHMBRCBRG03,849,307,2016-11-11 13:34:21
BHMBRCBRG03,849,308,2016-11-11 14:00:21
BHMBRCBRG03,849,289,2016-11-11 14:27:18
BHMBRCBRG03,849,256,2016-11-11 15:00:21
BHMBRCBRG03,849,246,2016-11-11 15:34:20
BHMBRCBRG03,849,234,2016-11-11 16:00:21
BHMBRCBRG03,849,207,2016-11-11 16:34:18
BHMBRCBRG03,849,52,2016-11-12 08:00:26
BHMBRCBRG03,849,73,2016-11-12 08:27:25
BHMBRCBRG03,849,121,2016-11-12 09:00:26
BHMBRCBRG03,849,156,2016-11-12 09:27:26
BHMBRCBRG03,849,197,2016-11-12 10:00:25
BHMBRCBRG03,849,242,2016-11-12 10:27:27
BHMBRCBRG03,849,293,2016-11-12 11:00:27
BHMBRCBRG03,849,338,2016-11-12 11:34:23
BHMBRCBRG03,849,392,2016-11-12 12:00:27
BHMBRCBRG03,849,438,2016-11-12 12:27:23
BHMBRCBRG03,849,488,2016-11-12 13:00:28
BHMBRCBRG03,849,523,2016-11-12 13:27:27
BHMBRCBRG03,849,554,2016-11-12 14:00:26
BHMBRCBRG03,849,577,2016-11-12 14:27:28
BHMBRCBRG03,849,566,2016-11-12 15:00:28
BHMBRCBRG03,849,557,2016-11-12 15:27:27
BHMBRCBRG03,849,541,2016-11-12 16:00:24
BHMBRCBRG03,849,466,2016-11-12 16:34:28
BHMBRCBRG03,849,29,2016-11-13 08:00:29
BHMBRCBRG03,849,34,2016-11-13 08:27:31
BHMBRCBRG03,849,55,2016-11-13 09:00:32
BHMBRCBRG03,849,62,2016-11-13 09:34:15
BHMBRCBRG03,849,80,2016-11-13 10:00:31
BHMBRCBRG03,849,121,2016-11-13 10:33:32
BHMBRCBRG03,849,165,2016-11-13 11:00:32
BHMBRCBRG03,849,199,2016-11-13 11:27:32
BHMBRCBRG03,849,243,2016-11-13 12:00:34
BHMBRCBRG03,849,274,2016-11-13 12:27:31
BHMBRCBRG03,849,312,2016-11-13 13:07:31
BHMBRCBRG03,849,337,2016-11-13 13:33:34
BHMBRCBRG03,849,353,2016-11-13 14:00:35
BHMBRCBRG03,849,360,2016-11-13 14:27:35
BHMBRCBRG03,849,349,2016-11-13 15:00:35
BHMBRCBRG03,849,325,2016-11-13 15:27:35
BHMBRCBRG03,849,281,2016-11-13 16:00:32
BHMBRCBRG03,849,229,2016-11-13 16:27:34
BHMBRCBRG03,849,59,2016-11-14 08:00:37
BHMBRCBRG03,849,76,2016-11-14 08:33:40
BHMBRCBRG03,849,84,2016-11-14 09:00:38
BHMBRCBRG03,849,112,2016-11-14 09:27:40
BHMBRCBRG03,849,140,2016-11-14 10:00:37
BHMBRCBRG03,849,157,2016-11-14 10:27:38
BHMBRCBRG03,849,185,2016-11-14 11:00:39
BHMBRCBRG03,849,201,2016-11-14 11:27:40
BHMBRCBRG03,849,224,2016-11-14 12:00:37
BHMBRCBRG03,849,232,2016-11-14 12:27:39
BHMBRCBRG03,849,238,2016-11-14 13:00:38
BHMBRCBRG03,849,244,2016-11-14 13:27:41
BHMBRCBRG03,849,242,2016-11-14 14:00:38
BHMBRCBRG03,849,236,2016-11-14 14:33:40
BHMBRCBRG03,849,225,2016-11-14 15:00:38
BHMBRCBRG03,849,218,2016-11-14 15:27:42
BHMBRCBRG03,849,215,2016-11-14 16:00:39
BHMBRCBRG03,849,198,2016-11-14 16:27:39
BHMBRCBRG03,849,61,2016-11-15 07:57:43
BHMBRCBRG03,849,75,2016-11-15 08:30:47
BHMBRCBRG03,849,85,2016-11-15 08:57:45
BHMBRCBRG03,849,118,2016-11-15 09:30:46
BHMBRCBRG03,849,156,2016-11-15 09:57:44
BHMBRCBRG03,849,182,2016-11-15 10:30:47
BHMBRCBRG03,849,213,2016-11-15 11:03:48
BHMBRCBRG03,849,242,2016-11-15 11:30:46
BHMBRCBRG03,849,276,2016-11-15 11:57:47
BHMBRCBRG03,849,280,2016-11-15 12:30:45
BHMBRCBRG03,849,280,2016-11-15 12:57:48
BHMBRCBRG03,849,279,2016-11-15 13:30:48
BHMBRCBRG03,849,276,2016-11-15 14:03:46
BHMBRCBRG03,849,271,2016-11-15 14:30:48
BHMBRCBRG03,849,248,2016-11-15 15:03:48
BHMBRCBRG03,849,226,2016-11-15 15:30:49
BHMBRCBRG03,849,205,2016-11-15 15:57:49
BHMBRCBRG03,849,180,2016-11-15 16:30:46
BHMBRCBRG03,849,60,2016-11-16 08:00:51
BHMBRCBRG03,849,75,2016-11-16 08:27:50
BHMBRCBRG03,849,90,2016-11-16 09:00:51
BHMBRCBRG03,849,111,2016-11-16 09:27:53
BHMBRCBRG03,849,148,2016-11-16 10:00:54
BHMBRCBRG03,849,178,2016-11-16 10:33:53
BHMBRCBRG03,849,195,2016-11-16 11:00:51
BHMBRCBRG03,849,212,2016-11-16 11:27:51
BHMBRCBRG03,849,223,2016-11-16 12:00:54
BHMBRCBRG03,849,239,2016-11-16 12:27:54
BHMBRCBRG03,849,250,2016-11-16 13:00:54
BHMBRCBRG03,849,249,2016-11-16 13:27:55
BHMBRCBRG03,849,241,2016-11-16 14:00:55
BHMBRCBRG03,849,234,2016-11-16 14:27:52
BHMBRCBRG03,849,215,2016-11-16 15:00:55
BHMBRCBRG03,849,195,2016-11-16 15:33:56
BHMBRCBRG03,849,195,2016-11-16 16:00:57
BHMBRCBRG03,849,179,2016-11-16 16:33:57
BHMBRCBRG03,849,49,2016-11-17 08:04:02
BHMBRCBRG03,849,64,2016-11-17 08:31:01
BHMBRCBRG03,849,76,2016-11-17 09:03:57
BHMBRCBRG03,849,109,2016-11-17 09:31:01
BHMBRCBRG03,849,132,2016-11-17 09:57:02
BHMBRCBRG03,849,164,2016-11-17 10:31:02
BHMBRCBRG03,849,204,2016-11-17 11:04:02
BHMBRCBRG03,849,221,2016-11-17 11:31:02
BHMBRCBRG03,849,242,2016-11-17 12:04:02
BHMBRCBRG03,849,263,2016-11-17 12:31:03
BHMBRCBRG03,849,265,2016-11-17 13:04:03
BHMBRCBRG03,849,282,2016-11-17 13:31:03
BHMBRCBRG03,849,263,2016-11-17 14:04:03
BHMBRCBRG03,849,250,2016-11-17 14:30:59
BHMBRCBRG03,849,244,2016-11-17 14:58:03
BHMBRCBRG03,849,220,2016-11-17 15:30:59
BHMBRCBRG03,849,204,2016-11-17 15:58:03
BHMBRCBRG03,849,177,2016-11-17 16:31:04
BHMBRCBRG03,849,72,2016-11-18 08:01:05
BHMBRCBRG03,849,72,2016-11-18 08:01:05
BHMBRCBRG03,849,89,2016-11-18 08:27:05
BHMBRCBRG03,849,154,2016-11-18 09:27:07
BHMBRCBRG03,849,194,2016-11-18 10:01:06
BHMBRCBRG03,849,220,2016-11-18 10:27:05
BHMBRCBRG03,849,267,2016-11-18 11:01:06
BHMBRCBRG03,849,296,2016-11-18 11:34:08
BHMBRCBRG03,849,309,2016-11-18 12:01:06
BHMBRCBRG03,849,319,2016-11-18 12:27:09
BHMBRCBRG03,849,333,2016-11-18 13:01:10
BHMBRCBRG03,849,354,2016-11-18 13:34:10
BHMBRCBRG03,849,359,2016-11-18 14:01:10
BHMBRCBRG03,849,336,2016-11-18 14:28:08
BHMBRCBRG03,849,296,2016-11-18 15:01:07
BHMBRCBRG03,849,280,2016-11-18 15:28:08
BHMBRCBRG03,849,260,2016-11-18 16:01:10
BHMBRCBRG03,849,248,2016-11-18 16:28:10
BHMBRCBRG03,849,54,2016-11-19 07:57:12
BHMBRCBRG03,849,85,2016-11-19 08:31:12
BHMBRCBRG03,849,122,2016-11-19 08:57:12
BHMBRCBRG03,849,186,2016-11-19 09:31:13
BHMBRCBRG03,849,237,2016-11-19 10:04:14
BHMBRCBRG03,849,291,2016-11-19 10:31:15
BHMBRCBRG03,849,327,2016-11-19 10:58:15
BHMBRCBRG03,849,375,2016-11-19 11:31:15
BHMBRCBRG03,849,440,2016-11-19 12:04:16
BHMBRCBRG03,849,474,2016-11-19 12:31:16
BHMBRCBRG03,849,513,2016-11-19 13:04:16
BHMBRCBRG03,849,543,2016-11-19 13:31:17
BHMBRCBRG03,849,538,2016-11-19 14:04:17
BHMBRCBRG03,849,541,2016-11-19 14:31:17
BHMBRCBRG03,849,558,2016-11-19 15:04:16
BHMBRCBRG03,849,537,2016-11-19 15:31:17
BHMBRCBRG03,849,519,2016-11-19 16:04:17
BHMBRCBRG03,849,478,2016-11-19 16:31:15
BHMBRCBRG03,849,21,2016-11-20 08:01:19
BHMBRCBRG03,849,25,2016-11-20 08:27:22
BHMBRCBRG03,849,50,2016-11-20 09:01:19
BHMBRCBRG03,849,58,2016-11-20 09:27:19
BHMBRCBRG03,849,81,2016-11-20 10:01:20
BHMBRCBRG03,849,109,2016-11-20 10:27:22
BHMBRCBRG03,849,174,2016-11-20 11:01:22
BHMBRCBRG03,849,207,2016-11-20 11:27:22
BHMBRCBRG03,849,250,2016-11-20 12:01:20
BHMBRCBRG03,849,320,2016-11-20 12:34:23
BHMBRCBRG03,849,355,2016-11-20 13:07:23
BHMBRCBRG03,849,387,2016-11-20 13:27:23
BHMBRCBRG03,849,396,2016-11-20 14:01:22
BHMBRCBRG03,849,394,2016-11-20 14:27:22
BHMBRCBRG03,849,370,2016-11-20 15:01:23
BHMBRCBRG03,849,351,2016-11-20 15:27:24
BHMBRCBRG03,849,298,2016-11-20 16:01:22
BHMBRCBRG03,849,254,2016-11-20 16:31:21
BHMBRCBRG03,849,70,2016-11-21 08:04:26
BHMBRCBRG03,849,88,2016-11-21 08:31:30
BHMBRCBRG03,849,109,2016-11-21 09:04:26
BHMBRCBRG03,849,129,2016-11-21 09:31:26
BHMBRCBRG03,849,159,2016-11-21 10:04:29
BHMBRCBRG03,849,178,2016-11-21 10:31:26
BHMBRCBRG03,849,200,2016-11-21 11:04:29
BHMBRCBRG03,849,222,2016-11-21 11:30:28
BHMBRCBRG03,849,246,2016-11-21 11:57:30
BHMBRCBRG03,849,268,2016-11-21 12:31:29
BHMBRCBRG03,849,275,2016-11-21 12:57:27
BHMBRCBRG03,849,278,2016-11-21 13:31:30
BHMBRCBRG03,849,284,2016-11-21 14:04:30
BHMBRCBRG03,849,273,2016-11-21 14:31:30
BHMBRCBRG03,849,262,2016-11-21 14:57:31
BHMBRCBRG03,849,226,2016-11-21 15:31:28
BHMBRCBRG03,849,218,2016-11-21 15:57:30
BHMBRCBRG03,849,180,2016-11-21 16:31:30
BHMBRCBRG03,849,63,2016-11-22 07:57:33
BHMBRCBRG03,849,77,2016-11-22 08:31:33
BHMBRCBRG03,849,108,2016-11-22 09:04:34
BHMBRCBRG03,849,132,2016-11-22 09:31:35
BHMBRCBRG03,849,179,2016-11-22 10:04:34
BHMBRCBRG03,849,209,2016-11-22 10:31:37
BHMBRCBRG03,849,250,2016-11-22 11:04:34
BHMBRCBRG03,849,260,2016-11-22 11:31:35
BHMBRCBRG03,849,304,2016-11-22 12:04:36
BHMBRCBRG03,849,310,2016-11-22 12:31:37
BHMBRCBRG03,849,320,2016-11-22 12:57:35
BHMBRCBRG03,849,325,2016-11-22 13:31:38
BHMBRCBRG03,849,315,2016-11-22 13:57:38
BHMBRCBRG03,849,288,2016-11-22 14:31:37
BHMBRCBRG03,849,274,2016-11-22 14:57:38
BHMBRCBRG03,849,247,2016-11-22 15:31:37
BHMBRCBRG03,849,233,2016-11-22 15:57:37
BHMBRCBRG03,849,207,2016-11-22 16:30:38
BHMBRCBRG03,849,67,2016-11-23 08:04:40
BHMBRCBRG03,849,78,2016-11-23 08:30:41
BHMBRCBRG03,849,94,2016-11-23 08:57:42
BHMBRCBRG03,849,122,2016-11-23 09:31:23
BHMBRCBRG03,849,151,2016-11-23 10:04:40
BHMBRCBRG03,849,181,2016-11-23 10:31:36
BHMBRCBRG03,849,211,2016-11-23 11:04:42
BHMBRCBRG03,849,236,2016-11-23 11:31:44
BHMBRCBRG03,849,248,2016-11-23 11:57:41
BHMBRCBRG03,849,286,2016-11-23 12:31:44
BHMBRCBRG03,849,296,2016-11-23 13:04:45
BHMBRCBRG03,849,291,2016-11-23 13:31:41
BHMBRCBRG03,849,282,2016-11-23 13:57:41
BHMBRCBRG03,849,270,2016-11-23 14:30:43
BHMBRCBRG03,849,261,2016-11-23 15:04:43
BHMBRCBRG03,849,242,2016-11-23 15:31:42
BHMBRCBRG03,849,221,2016-11-23 16:04:46
BHMBRCBRG03,849,193,2016-11-23 16:30:42
BHMBRCBRG03,849,71,2016-11-24 08:00:47
BHMBRCBRG03,849,83,2016-11-24 08:27:47
BHMBRCBRG03,849,105,2016-11-24 09:00:48
BHMBRCBRG03,849,142,2016-11-24 09:34:49
BHMBRCBRG03,849,177,2016-11-24 10:01:47
BHMBRCBRG03,849,204,2016-11-24 10:27:47
BHMBRCBRG03,849,239,2016-11-24 11:00:49
BHMBRCBRG03,849,272,2016-11-24 11:27:51
BHMBRCBRG03,849,295,2016-11-24 12:00:50
BHMBRCBRG03,849,315,2016-11-24 12:30:48
BHMBRCBRG03,849,342,2016-11-24 13:04:50
BHMBRCBRG03,849,352,2016-11-24 13:30:51
BHMBRCBRG03,849,353,2016-11-24 13:57:51
BHMBRCBRG03,849,337,2016-11-24 14:30:52
BHMBRCBRG03,849,296,2016-11-24 14:57:51
BHMBRCBRG03,849,282,2016-11-24 15:31:49
BHMBRCBRG03,849,266,2016-11-24 15:57:49
BHMBRCBRG03,849,234,2016-11-24 16:31:53
BHMBRCBRG03,849,116,2016-11-25 08:00:57
BHMBRCBRG03,849,116,2016-11-25 08:00:57
BHMBRCBRG03,849,153,2016-11-25 09:00:56
BHMBRCBRG03,849,199,2016-11-25 09:27:55
BHMBRCBRG03,849,250,2016-11-25 10:00:56
BHMBRCBRG03,849,302,2016-11-25 10:27:56
BHMBRCBRG03,849,363,2016-11-25 11:00:55
BHMBRCBRG03,849,419,2016-11-25 11:27:55
BHMBRCBRG03,849,456,2016-11-25 12:00:56
BHMBRCBRG03,849,477,2016-11-25 12:34:55
BHMBRCBRG03,849,478,2016-11-25 13:00:58
BHMBRCBRG03,849,472,2016-11-25 13:27:56
BHMBRCBRG03,849,449,2016-11-25 14:00:58
BHMBRCBRG03,849,417,2016-11-25 14:34:59
BHMBRCBRG03,849,389,2016-11-25 15:00:56
BHMBRCBRG03,849,356,2016-11-25 15:27:59
BHMBRCBRG03,849,320,2016-11-25 16:00:59
BHMBRCBRG03,849,286,2016-11-25 16:27:58
BHMBRCBRG03,849,87,2016-11-26 08:01:01
BHMBRCBRG03,849,110,2016-11-26 08:28:01
BHMBRCBRG03,849,153,2016-11-26 09:01:01
BHMBRCBRG03,849,218,2016-11-26 09:35:02
BHMBRCBRG03,849,264,2016-11-26 10:01:04
BHMBRCBRG03,849,334,2016-11-26 10:35:03
BHMBRCBRG03,849,379,2016-11-26 11:01:03
BHMBRCBRG03,849,419,2016-11-26 11:28:02
BHMBRCBRG03,849,494,2016-11-26 12:01:04
BHMBRCBRG03,849,540,2016-11-26 12:28:02
BHMBRCBRG03,849,567,2016-11-26 13:01:03
BHMBRCBRG03,849,590,2016-11-26 13:28:04
BHMBRCBRG03,849,606,2016-11-26 14:01:02
BHMBRCBRG03,849,599,2016-11-26 14:41:04
BHMBRCBRG03,849,592,2016-11-26 15:01:02
BHMBRCBRG03,849,612,2016-11-26 15:28:04
BHMBRCBRG03,849,584,2016-11-26 16:01:04
BHMBRCBRG03,849,561,2016-11-26 16:28:05
BHMBRCBRG03,849,29,2016-11-27 08:02:24
BHMBRCBRG03,849,39,2016-11-27 08:32:19
BHMBRCBRG03,849,67,2016-11-27 09:02:19
BHMBRCBRG03,849,75,2016-11-27 09:28:20
BHMBRCBRG03,849,98,2016-11-27 10:01:19
BHMBRCBRG03,849,135,2016-11-27 10:32:24
BHMBRCBRG03,849,186,2016-11-27 11:01:24
BHMBRCBRG03,849,249,2016-11-27 11:31:20
BHMBRCBRG03,849,309,2016-11-27 12:01:25
BHMBRCBRG03,849,367,2016-11-27 12:32:25
BHMBRCBRG03,849,405,2016-11-27 13:08:25
BHMBRCBRG03,849,432,2016-11-27 13:32:24
BHMBRCBRG03,849,456,2016-11-27 14:02:23
BHMBRCBRG03,849,460,2016-11-27 14:31:20
BHMBRCBRG03,849,439,2016-11-27 15:01:22
BHMBRCBRG03,849,402,2016-11-27 15:32:23
BHMBRCBRG03,849,349,2016-11-27 16:01:23
BHMBRCBRG03,849,290,2016-11-27 16:32:24
BHMBRCBRG03,849,76,2016-11-28 08:01:27
BHMBRCBRG03,849,91,2016-11-28 08:32:24
BHMBRCBRG03,849,102,2016-11-28 09:02:28
BHMBRCBRG03,849,127,2016-11-28 09:28:24
BHMBRCBRG03,849,155,2016-11-28 10:01:29
BHMBRCBRG03,849,189,2016-11-28 10:32:29
BHMBRCBRG03,849,219,2016-11-28 11:01:30
BHMBRCBRG03,849,246,2016-11-28 11:32:28
BHMBRCBRG03,849,264,2016-11-28 12:01:27
BHMBRCBRG03,849,285,2016-11-28 12:28:29
BHMBRCBRG03,849,308,2016-11-28 13:02:26
BHMBRCBRG03,849,315,2016-11-28 13:31:29
BHMBRCBRG03,849,321,2016-11-28 14:02:29
BHMBRCBRG03,849,315,2016-11-28 14:32:29
BHMBRCBRG03,849,296,2016-11-28 15:02:29
BHMBRCBRG03,849,265,2016-11-28 15:41:28
BHMBRCBRG03,849,247,2016-11-28 16:02:30
BHMBRCBRG03,849,223,2016-11-28 16:28:27
BHMBRCBRG03,849,66,2016-11-29 07:55:29
BHMBRCBRG03,849,83,2016-11-29 08:28:33
BHMBRCBRG03,849,99,2016-11-29 09:02:35
BHMBRCBRG03,849,136,2016-11-29 09:28:32
BHMBRCBRG03,849,174,2016-11-29 10:01:30
BHMBRCBRG03,849,210,2016-11-29 10:28:34
BHMBRCBRG03,849,254,2016-11-29 11:01:36
BHMBRCBRG03,849,290,2016-11-29 11:28:34
BHMBRCBRG03,849,314,2016-11-29 11:55:30
BHMBRCBRG03,849,324,2016-11-29 12:28:36
BHMBRCBRG03,849,331,2016-11-29 13:02:35
BHMBRCBRG03,849,326,2016-11-29 13:28:30
BHMBRCBRG03,849,339,2016-11-29 14:01:32
BHMBRCBRG03,849,327,2016-11-29 14:28:36
BHMBRCBRG03,849,311,2016-11-29 14:55:34
BHMBRCBRG03,849,283,2016-11-29 15:28:35
BHMBRCBRG03,849,262,2016-11-29 16:02:35
BHMBRCBRG03,849,246,2016-11-29 16:28:34
BHMBRCBRG03,849,91,2016-11-30 08:02:35
BHMBRCBRG03,849,99,2016-11-30 08:28:35
BHMBRCBRG03,849,118,2016-11-30 09:01:35
BHMBRCBRG03,849,152,2016-11-30 09:28:40
BHMBRCBRG03,849,175,2016-11-30 10:01:40
BHMBRCBRG03,849,208,2016-11-30 10:28:38
BHMBRCBRG03,849,233,2016-11-30 10:55:36
BHMBRCBRG03,849,263,2016-11-30 11:28:40
BHMBRCBRG03,849,273,2016-11-30 12:01:36
BHMBRCBRG03,849,294,2016-11-30 12:28:37
BHMBRCBRG03,849,294,2016-11-30 13:01:39
BHMBRCBRG03,849,313,2016-11-30 13:28:41
BHMBRCBRG03,849,315,2016-11-30 14:01:36
BHMBRCBRG03,849,318,2016-11-30 14:28:40
BHMBRCBRG03,849,299,2016-11-30 15:01:39
BHMBRCBRG03,849,275,2016-11-30 15:28:40
BHMBRCBRG03,849,266,2016-11-30 16:01:39
BHMBRCBRG03,849,248,2016-11-30 16:28:40
BHMBRCBRG03,849,86,2016-12-01 08:05:40
BHMBRCBRG03,849,93,2016-12-01 08:25:46
BHMBRCBRG03,849,105,2016-12-01 08:58:41
BHMBRCBRG03,849,123,2016-12-01 09:25:44
BHMBRCBRG03,849,166,2016-12-01 09:58:41
BHMBRCBRG03,849,204,2016-12-01 10:25:43
BHMBRCBRG03,849,235,2016-12-01 10:58:45
BHMBRCBRG03,849,268,2016-12-01 11:32:41
BHMBRCBRG03,849,299,2016-12-01 11:58:45
BHMBRCBRG03,849,332,2016-12-01 12:25:45
BHMBRCBRG03,849,356,2016-12-01 12:58:47
BHMBRCBRG03,849,360,2016-12-01 13:25:45
BHMBRCBRG03,849,353,2016-12-01 13:58:48
BHMBRCBRG03,849,344,2016-12-01 14:25:46
BHMBRCBRG03,849,319,2016-12-01 14:58:46
BHMBRCBRG03,849,299,2016-12-01 15:25:42
BHMBRCBRG03,849,273,2016-12-01 15:58:47
BHMBRCBRG03,849,258,2016-12-01 16:25:44
BHMBRCBRG03,849,76,2016-12-02 07:55:49
BHMBRCBRG03,849,95,2016-12-02 08:28:48
BHMBRCBRG03,849,111,2016-12-02 09:01:49
BHMBRCBRG03,849,156,2016-12-02 09:28:50
BHMBRCBRG03,849,203,2016-12-02 10:02:52
BHMBRCBRG03,849,234,2016-12-02 10:28:53
BHMBRCBRG03,849,270,2016-12-02 11:01:53
BHMBRCBRG03,849,299,2016-12-02 11:28:49
BHMBRCBRG03,849,331,2016-12-02 12:01:51
BHMBRCBRG03,849,334,2016-12-02 12:28:52
BHMBRCBRG03,849,344,2016-12-02 12:58:51
BHMBRCBRG03,849,367,2016-12-02 13:25:52
BHMBRCBRG03,849,355,2016-12-02 13:58:53
BHMBRCBRG03,849,343,2016-12-02 14:25:50
BHMBRCBRG03,849,323,2016-12-02 14:58:50
BHMBRCBRG03,849,296,2016-12-02 15:31:52
BHMBRCBRG03,849,273,2016-12-02 15:58:52
BHMBRCBRG03,849,242,2016-12-02 16:32:54
BHMBRCBRG03,849,55,2016-12-05 07:56:03
BHMBRCBRG03,849,70,2016-12-05 08:29:08
BHMBRCBRG03,849,83,2016-12-05 09:02:08
BHMBRCBRG03,849,106,2016-12-05 09:29:08
BHMBRCBRG03,849,134,2016-12-05 10:03:04
BHMBRCBRG03,849,162,2016-12-05 10:29:08
BHMBRCBRG03,849,202,2016-12-05 11:02:06
BHMBRCBRG03,849,228,2016-12-05 11:29:09
BHMBRCBRG03,849,259,2016-12-05 11:56:10
BHMBRCBRG03,849,279,2016-12-05 12:29:10
BHMBRCBRG03,849,316,2016-12-05 13:02:08
BHMBRCBRG03,849,325,2016-12-05 13:29:09
BHMBRCBRG03,849,321,2016-12-05 14:02:11
BHMBRCBRG03,849,316,2016-12-05 14:29:08
BHMBRCBRG03,849,298,2016-12-05 15:02:10
BHMBRCBRG03,849,277,2016-12-05 15:29:11
BHMBRCBRG03,849,254,2016-12-05 16:02:11
BHMBRCBRG03,849,227,2016-12-05 16:29:05
BHMBRCBRG03,849,71,2016-12-06 07:56:10
BHMBRCBRG03,849,83,2016-12-06 08:29:11
BHMBRCBRG03,849,107,2016-12-06 08:56:10
BHMBRCBRG03,849,141,2016-12-06 09:29:14
BHMBRCBRG03,849,177,2016-12-06 10:02:12
BHMBRCBRG03,849,215,2016-12-06 10:29:11
BHMBRCBRG03,849,272,2016-12-06 11:02:16
BHMBRCBRG03,849,295,2016-12-06 11:29:14
BHMBRCBRG03,849,329,2016-12-06 11:56:16
BHMBRCBRG03,849,351,2016-12-06 12:29:11
BHMBRCBRG03,849,352,2016-12-06 12:56:16
BHMBRCBRG03,849,370,2016-12-06 13:29:16
BHMBRCBRG03,849,369,2016-12-06 14:02:16
BHMBRCBRG03,849,353,2016-12-06 14:29:14
BHMBRCBRG03,849,317,2016-12-06 15:02:17
BHMBRCBRG03,849,290,2016-12-06 15:29:17
BHMBRCBRG03,849,270,2016-12-06 16:02:16
BHMBRCBRG03,849,245,2016-12-06 16:29:16
BHMBRCBRG03,849,80,2016-12-07 07:59:16
BHMBRCBRG03,849,93,2016-12-07 08:26:20
BHMBRCBRG03,849,105,2016-12-07 08:52:21
BHMBRCBRG03,849,144,2016-12-07 09:26:22
BHMBRCBRG03,849,175,2016-12-07 09:59:20
BHMBRCBRG03,849,200,2016-12-07 10:26:21
BHMBRCBRG03,849,232,2016-12-07 10:59:20
BHMBRCBRG03,849,269,2016-12-07 11:25:22
BHMBRCBRG03,849,296,2016-12-07 11:59:20
BHMBRCBRG03,849,310,2016-12-07 12:26:21
BHMBRCBRG03,849,319,2016-12-07 12:59:22
BHMBRCBRG03,849,321,2016-12-07 13:26:23
BHMBRCBRG03,849,335,2016-12-07 13:59:22
BHMBRCBRG03,849,326,2016-12-07 14:26:23
BHMBRCBRG03,849,310,2016-12-07 14:59:22
BHMBRCBRG03,849,290,2016-12-07 15:32:22
BHMBRCBRG03,849,262,2016-12-07 15:59:23
BHMBRCBRG03,849,239,2016-12-07 16:32:23
BHMBRCBRG03,849,80,2016-12-08 07:59:25
BHMBRCBRG03,849,90,2016-12-08 08:26:27
BHMBRCBRG03,849,101,2016-12-08 08:59:24
BHMBRCBRG03,849,122,2016-12-08 09:26:27
BHMBRCBRG03,849,177,2016-12-08 09:59:28
BHMBRCBRG03,849,208,2016-12-08 10:32:22
BHMBRCBRG03,849,235,2016-12-08 10:59:25
BHMBRCBRG03,849,286,2016-12-08 11:32:28
BHMBRCBRG03,849,321,2016-12-08 11:59:28
BHMBRCBRG03,849,344,2016-12-08 12:25:24
BHMBRCBRG03,849,367,2016-12-08 12:59:24
BHMBRCBRG03,849,382,2016-12-08 13:25:28
BHMBRCBRG03,849,384,2016-12-08 13:59:28
BHMBRCBRG03,849,376,2016-12-08 14:26:29
BHMBRCBRG03,849,336,2016-12-08 14:59:29
BHMBRCBRG03,849,295,2016-12-08 15:26:23
BHMBRCBRG03,849,268,2016-12-08 15:59:27
BHMBRCBRG03,849,244,2016-12-08 16:32:27
BHMBRCBRG03,849,80,2016-12-09 08:02:30
BHMBRCBRG03,849,97,2016-12-09 08:29:28
BHMBRCBRG03,849,113,2016-12-09 08:55:33
BHMBRCBRG03,849,152,2016-12-09 09:29:31
BHMBRCBRG03,849,191,2016-12-09 09:55:30
BHMBRCBRG03,849,256,2016-12-09 10:29:29
BHMBRCBRG03,849,289,2016-12-09 10:56:33
BHMBRCBRG03,849,325,2016-12-09 11:29:33
BHMBRCBRG03,849,340,2016-12-09 11:56:32
BHMBRCBRG03,849,379,2016-12-09 12:29:31
BHMBRCBRG03,849,390,2016-12-09 13:02:32
BHMBRCBRG03,849,395,2016-12-09 13:29:31
BHMBRCBRG03,849,379,2016-12-09 14:02:34
BHMBRCBRG03,849,364,2016-12-09 14:29:33
BHMBRCBRG03,849,339,2016-12-09 14:56:31
BHMBRCBRG03,849,317,2016-12-09 15:29:34
BHMBRCBRG03,849,304,2016-12-09 16:02:32
BHMBRCBRG03,849,282,2016-12-09 16:29:30
BHMBRCBRG03,849,73,2016-12-10 07:59:34
BHMBRCBRG03,849,93,2016-12-10 08:29:33
BHMBRCBRG03,849,153,2016-12-10 09:02:35
