X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypeOfSteel_A300,TypeOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,Fault
105,125,843822,843837,155,37,23,19453,120,134,1362,False,True,40,0.1542,0.4833,0.75,0.0147,0.5405,0.6522,0.0,2.1903,1.301,1.1761,-0.25,-0.0195,0.4963,Z_Scratch
119,172,909471,909492,618,109,59,78470,119,135,1362,False,True,40,0.1747,0.4447,0.3962,0.0389,0.4862,0.3559,0.0,2.791,1.7243,1.3222,-0.6038,-0.008,0.9955,Z_Scratch
103,122,1136912,1136924,142,25,15,17707,119,133,1362,False,True,40,0.1513,0.3772,0.6316,0.0139,0.76,0.8,0.0,2.1523,1.2787,1.0792,-0.3684,-0.0258,0.3787,Z_Scratch
145,197,1317364,1317395,508,112,59,65223,120,142,1362,False,True,40,0.2129,0.6849,0.5961,0.0382,0.4643,0.5254,0.0,2.7059,1.716,1.4914,-0.4038,0.0031,0.9998,Z_Scratch
209,230,1346248,1346264,158,45,30,20312,122,140,1362,False,True,40,0.3069,0.5298,0.7619,0.0154,0.4667,0.5333,0.0,2.1987,1.3222,1.2041,-0.2381,0.0044,0.556,Z_Scratch
205,235,1417276,1417288,156,49,17,20131,122,140,1360,False,True,40,0.3015,0.5667,0.4,0.0221,0.6122,0.7059,0.0,2.1931,1.4771,1.0792,-0.6,0.0082,0.5951,Z_Scratch
181,230,1566427,1566453,312,73,48,40573,122,141,1360,False,True,40,0.2662,0.7551,0.5306,0.036,0.6712,0.5417,0.0,2.4941,1.6902,1.415,-0.4694,0.0159,0.9985,Z_Scratch
1190,1201,9007,9033,180,24,27,17505,87,111,1362,False,True,175,0.2364,0.3706,0.4231,0.0081,0.4583,0.963,1.0,2.2553,1.0414,1.415,0.5769,-0.2402,0.4729,Z_Scratch
1214,1222,737538,737568,147,28,31,16908,105,133,1362,False,True,175,0.2056,0.3875,0.2667,0.0059,0.2857,0.9677,1.0,2.1673,0.9031,1.4771,0.7333,-0.1014,0.3977,Z_Scratch
1211,1229,840091,840385,1733,206,294,185716,93,133,1362,False,True,175,0.1953,0.6725,0.0612,0.0132,0.0874,1.0,1.0,3.2388,1.2553,2.4683,0.9388,-0.1628,1.0,Z_Scratch
1207,1214,882674,882712,120,35,39,15035,118,135,1362,False,True,175,0.2173,0.5489,0.1842,0.0051,0.2,0.9744,1.0,2.0792,0.8451,1.5798,0.8158,-0.0212,0.4399,Z_Scratch
1200,1220,971714,971922,1804,175,211,214243,101,135,1360,False,True,175,0.2059,0.5663,0.0962,0.0147,0.1143,0.9858,1.0,3.2562,1.301,2.3181,0.9039,-0.0722,1.0,Z_Scratch
1191,1201,1062881,1062901,124,26,21,14323,107,126,1364,False,True,175,0.239,0.38,0.5,0.0073,0.3846,0.9524,1.0,2.0934,1.0,1.301,0.5,-0.0976,0.3359,Z_Scratch
1202,1215,1127580,1127599,119,24,20,13662,106,127,1364,False,True,175,0.2185,0.5182,0.6842,0.0095,0.5417,0.95,1.0,2.0756,1.1139,1.2787,0.3158,-0.1031,0.4089,Z_Scratch
1109,1118,1170194,1170219,130,21,26,15147,109,126,1360,False,True,175,0.3559,0.4222,0.36,0.0066,0.4286,0.9615,1.0,2.1139,0.9542,1.3979,0.64,-0.0897,0.374,Z_Scratch
1190,1219,1183612,1183893,3883,229,289,395668,78,127,1362,False,True,175,0.21,0.5235,0.1032,0.0213,0.1266,0.9723,1.0,3.5892,1.4624,2.4487,0.8968,-0.2039,1.0,Z_Scratch
1198,1209,1246188,1246244,295,42,56,32358,96,126,1364,False,True,175,0.2273,0.5211,0.1964,0.0081,0.2619,1.0,1.0,2.4698,1.0414,1.7482,0.8036,-0.1431,0.8901,Z_Scratch
464,474,28542,28553,72,13,12,13094,168,198,1387,False,True,40,0.6691,0.3455,0.9091,0.0072,0.7692,0.9167,1.0,1.8573,1.0,1.0414,0.0909,0.4208,0.2173,K_Scatch
853,861,31984,31995,66,9,11,12872,178,207,1387,False,True,40,0.7585,0.25,0.7273,0.0058,0.8889,1.0,1.0,1.8195,0.9031,1.0414,0.2727,0.5237,0.1934,K_Scatch
0,9,35152,35164,61,10,12,10855,168,189,1387,False,True,40,0.0,0.4352,0.75,0.0065,0.9,1.0,1.0,1.7853,0.9542,1.0792,0.25,0.3902,0.215,K_Scatch
816,824,40184,40195,75,8,11,14016,157,206,1387,False,True,40,0.8118,0.1477,0.7273,0.0058,1.0,1.0,1.0,1.8751,0.9031,1.0414,0.2727,0.46,0.1934,K_Scatch
827,843,48480,48539,443,56,60,79713,77,221,1387,False,True,40,0.7844,0.5307,0.2712,0.0115,0.2857,0.9833,1.0,2.6464,1.2041,1.7708,0.7288,0.4058,0.9863,K_Scatch
1059,1069,117715,117724,76,10,9,15483,195,213,1387,False,True,40,0.4585,0.1556,0.9,0.0072,1.0,1.0,0.0,1.8808,1.0,0.9542,-0.1,0.5916,0.1954,K_Scatch
259,272,125025,125040,150,13,15,28697,172,212,1387,False,True,40,0.3735,0.2308,0.8667,0.0094,1.0,1.0,1.0,2.1761,1.1139,1.1761,0.1333,0.4946,0.3285,K_Scatch
853,872,135196,135298,892,59,104,181730,68,236,1387,False,True,40,0.7426,0.5397,0.1863,0.0137,0.322,0.9808,1.0,2.9504,1.2787,2.0086,0.8137,0.5917,1.0,K_Scatch
570,585,155584,155593,74,16,11,15069,196,210,1387,False,True,40,0.8219,0.4518,0.6,0.0108,0.9375,0.8182,0.0,1.8692,1.1761,0.9542,-0.4,0.5909,0.2469,K_Scatch
732,750,177076,177087,136,18,11,27180,192,207,1387,False,True,40,0.9185,0.3131,0.6111,0.013,1.0,1.0,0.0,2.1335,1.2553,1.0414,-0.3889,0.5613,0.3329,K_Scatch
1084,1097,185575,185588,108,16,17,21840,195,212,1387,False,True,40,0.4182,0.3609,1.0,0.0094,0.8125,0.7647,0.5,2.0334,1.1139,1.1139,0.0,0.5799,0.2914,K_Scatch
1212,1220,198764,198776,74,12,12,13025,163,188,1387,False,True,40,0.2408,0.2292,0.6667,0.0058,0.6667,1.0,1.0,1.8692,0.9031,1.0792,0.3333,0.3751,0.2018,K_Scatch
857,865,211983,211993,52,8,10,9968,178,207,1387,False,True,40,0.7527,0.35,0.8,0.0058,1.0,1.0,1.0,1.716,0.9031,1.0,0.2,0.4976,0.1852,K_Scatch
852,860,222646,222657,69,8,11,13099,164,205,1387,False,True,40,0.7599,0.2159,0.7273,0.0058,1.0,1.0,1.0,1.8389,0.9031,1.0414,0.2727,0.4831,0.1934,K_Scatch
141,148,236266,236280,60,8,14,11189,178,198,1387,False,True,40,0.2033,0.3878,0.5,0.005,0.875,1.0,1.0,1.7781,0.8451,1.1461,0.5,0.4569,0.204,K_Scatch
716,723,251869,251880,68,8,11,12624,177,191,1387,False,True,40,0.9575,0.1169,0.6364,0.005,0.875,1.0,1.0,1.8325,0.8451,1.0414,0.3636,0.4504,0.1822,K_Scatch
1220,1228,270702,270711,70,8,9,11255,143,174,1387,False,True,40,0.2293,0.0278,0.8889,0.0058,1.0,1.0,1.0,1.8451,0.9031,0.9542,0.1111,0.2561,0.1773,K_Scatch
1028,1052,365905,365932,504,24,27,69672,48,189,1387,False,True,40,0.4831,0.2222,0.8889,0.0173,1.0,1.0,1.0,2.7024,1.3802,1.4314,0.1111,0.08,0.9093,K_Scatch
4,16,394965,394980,140,12,15,20974,118,174,1387,False,True,40,0.0058,0.2222,0.8,0.0087,1.0,1.0,1.0,2.1461,1.0792,1.1761,0.2,0.1704,0.3068,K_Scatch
867,878,419960,419973,108,11,13,17174,123,181,1387,False,True,40,0.734,0.2448,0.8461,0.0079,1.0,1.0,1.0,2.0334,1.0414,1.1139,0.1539,0.2423,0.257,K_Scatch
1279,1288,435870,435883,96,9,13,14369,128,164,1387,False,True,40,0.1427,0.1795,0.6923,0.0065,1.0,1.0,1.0,1.9823,0.9542,1.1139,0.3077,0.1693,0.2253,K_Scatch
951,961,494451,494461,81,11,10,13311,141,182,1387,False,True,40,0.6143,0.19,1.0,0.0072,0.9091,1.0,0.5,1.9085,1.0,1.0,0.0,0.2839,0.2061,K_Scatch
945,956,508640,508650,85,12,10,14041,139,181,1387,False,True,40,0.6215,0.2273,0.9091,0.0079,0.9167,1.0,0.0,1.9294,1.0414,1.0,-0.0909,0.2905,0.2173,K_Scatch
856,864,519257,519266,57,10,11,9848,161,183,1387,False,True,40,0.7541,0.2083,0.8889,0.0058,0.8,0.8182,1.0,1.7559,0.9031,0.9542,0.1111,0.3498,0.1773,K_Scatch
925,934,552377,552388,75,9,11,12593,150,180,1387,False,True,40,0.6532,0.2424,0.8182,0.0065,1.0,1.0,1.0,1.8751,0.9542,1.0414,0.1818,0.3118,0.2051,K_Scatch
919,930,561832,561842,88,11,10,14538,134,183,1387,False,True,40,0.659,0.2,0.9091,0.0079,1.0,1.0,0.0,1.9445,1.0414,1.0,-0.0909,0.2907,0.2173,K_Scatch
919,928,578380,578392,88,10,13,14808,148,182,1387,False,True,40,0.6619,0.1852,0.75,0.0065,0.9,0.9231,1.0,1.9445,0.9542,1.0792,0.25,0.3146,0.215,K_Scatch
933,940,612662,612672,52,9,10,8857,161,182,1387,False,True,40,0.6446,0.2571,0.7,0.005,0.7778,1.0,1.0,1.716,0.8451,1.0,0.3,0.3307,0.1753,K_Scatch
936,942,625664,625675,52,9,11,8801,159,181,1387,False,True,40,0.6417,0.2121,0.5454,0.0043,0.6667,1.0,1.0,1.716,0.7782,1.0414,0.4545,0.3223,0.1715,K_Scatch
936,944,639848,639857,65,9,9,11132,161,182,1387,False,True,40,0.6388,0.0972,0.8889,0.0058,0.8889,1.0,1.0,1.8129,0.9031,0.9542,0.1111,0.338,0.1773,K_Scatch
926,935,675316,675327,63,9,11,10518,156,180,1387,False,True,40,0.6518,0.3636,0.8182,0.0065,1.0,1.0,1.0,1.7993,0.9542,1.0414,0.1818,0.3043,0.2051,K_Scatch
897,907,898704,898715,101,11,11,16760,148,182,1387,False,True,40,0.6921,0.0818,0.9091,0.0072,0.9091,1.0,1.0,2.0043,1.0,1.0414,0.0909,0.2964,0.2173,K_Scatch
892,903,908164,908176,92,12,12,14703,128,175,1387,False,True,40,0.6979,0.303,0.9167,0.0079,0.9167,1.0,1.0,1.9638,1.0414,1.0792,0.0833,0.2486,0.2432,K_Scatch
824,832,928256,928264,53,9,8,9033,158,181,1387,False,True,40,0.8003,0.1719,1.0,0.0058,0.8889,1.0,0.5,1.7243,0.9031,0.9031,0.0,0.3315,0.1696,K_Scatch
732,793,78207,78276,2358,104,101,233778,49,124,1387,False,True,40,0.8565,0.4398,0.8841,0.044,0.5865,0.6832,1.0,3.3725,1.7853,1.8389,0.1159,-0.2254,1.0,K_Scatch
367,440,795618,795659,2108,80,61,175110,6,119,1387,False,True,40,0.5292,0.2957,0.5616,0.0526,0.9125,0.6721,0.0,3.3239,1.8633,1.6128,-0.4384,-0.351,1.0,K_Scatch
476,490,13302,13320,227,14,18,21216,36,127,1373,False,True,40,0.6934,0.0992,0.7778,0.0102,1.0,1.0,1.0,2.356,1.1461,1.2553,0.2222,-0.2698,0.417,K_Scatch
498,515,31041,31058,231,17,17,21639,33,127,1373,False,True,40,0.7254,0.2007,1.0,0.0124,1.0,1.0,0.5,2.3636,1.2305,1.2305,0.0,-0.2682,0.4779,K_Scatch
1147,1162,41184,41201,194,16,17,19202,68,124,1373,False,True,40,0.3074,0.2392,0.8824,0.0109,0.9375,1.0,1.0,2.2878,1.1761,1.2305,0.1177,-0.2267,0.4219,K_Scatch
489,504,55547,55568,247,17,21,23671,43,129,1373,False,True,40,0.7123,0.2159,0.7143,0.0109,0.8824,1.0,1.0,2.3927,1.1761,1.3222,0.2857,-0.2513,0.5212,K_Scatch
236,249,64701,64720,175,13,19,18625,61,126,1373,False,True,40,0.3438,0.2915,0.6842,0.0095,1.0,1.0,1.0,2.243,1.1139,1.2787,0.3158,-0.1685,0.4089,K_Scatch
1314,1333,3149494,3149542,566,28,49,49867,70,103,1387,False,True,40,0.0779,0.3794,0.3958,0.0137,0.6786,0.9796,1.0,2.7528,1.2787,1.6812,0.6042,-0.3117,0.9831,K_Scatch
1614,1638,676623,676657,655,33,35,49303,54,93,1687,True,False,80,0.0581,0.1973,0.7059,0.0142,0.7273,0.9714,1.0,2.8162,1.3802,1.5315,0.2941,-0.4119,0.9685,K_Scatch
19,169,4197607,4215748,152655,10449,18152,11591414,0,156,1336,False,True,40,0.0284,0.9439,0.0083,0.1123,0.0144,0.9994,1.0,5.1837,2.1761,4.2587,0.9917,-0.4068,1.0,K_Scatch
0,230,308503,308712,25323,1022,593,3037459,24,148,1400,False,True,40,0.0,0.4732,0.9087,0.1643,0.2251,0.3525,0.0,4.4035,2.3617,2.3201,-0.0913,-0.0629,1.0,K_Scatch
3,223,333373,333576,21110,1138,597,2554885,21,148,1402,False,True,40,0.0043,0.5273,0.9227,0.1569,0.1933,0.34,0.0,4.3245,2.3424,2.3075,-0.0773,-0.0545,1.0,K_Scatch
0,225,344016,344225,25473,992,578,3061597,23,148,1400,False,True,40,0.0,0.4583,0.9289,0.1607,0.2268,0.3616,0.0,4.4061,2.3522,2.3201,-0.0711,-0.061,1.0,K_Scatch
0,436,407936,408170,24365,1084,680,2935414,22,143,1404,False,True,40,0.0,0.7612,0.5367,0.3105,0.4022,0.3441,0.0,4.3868,2.6395,2.3692,-0.4633,-0.0588,1.0,K_Scatch
0,224,418600,418798,20894,1169,712,2529140,18,143,1398,False,True,40,0.0,0.5289,0.8839,0.1602,0.1916,0.2781,0.0,4.32,2.3503,2.2967,-0.1161,-0.0543,1.0,K_Scatch
0,828,468317,468520,20726,1193,709,2499819,25,143,1402,False,True,40,0.0,0.8767,0.2452,0.5906,0.6941,0.2863,0.0,4.3165,2.918,2.3075,-0.7548,-0.0577,1.0,K_Scatch
1,222,486069,486291,22554,999,605,2712104,27,150,1400,False,True,40,0.0014,0.5403,0.9955,0.1579,0.2212,0.3669,1.0,4.3532,2.3444,2.3463,0.0045,-0.0606,1.0,K_Scatch
0,223,500276,500482,21987,1050,684,2638402,21,143,1398,False,True,40,0.0,0.5214,0.9238,0.1595,0.2124,0.3012,0.0,4.3422,2.3483,2.3139,-0.0762,-0.0625,1.0,K_Scatch
0,384,510931,511150,21036,1015,586,2519511,24,143,1402,False,True,40,0.0,0.7499,0.5703,0.2739,0.3783,0.3737,0.0,4.323,2.5843,2.3404,-0.4297,-0.0643,1.0,K_Scatch
41,218,553549,553733,16759,729,433,2020624,24,143,1402,False,True,40,0.0585,0.4854,0.962,0.1262,0.2428,0.4249,1.0,4.2242,2.248,2.2648,0.038,-0.058,1.0,K_Scatch
41,222,564200,564395,17977,796,513,2144244,24,143,1402,False,True,40,0.0585,0.4907,0.9282,0.1291,0.2274,0.3801,1.0,4.2547,2.2577,2.29,0.0718,-0.0681,1.0,K_Scatch
41,735,581949,582129,19629,788,534,2332320,22,143,1400,False,True,40,0.0586,0.8429,0.2594,0.4957,0.8807,0.3371,0.0,4.2929,2.8414,2.2553,-0.7406,-0.0717,1.0,K_Scatch
41,222,592614,592819,17887,713,448,2156667,21,143,1400,False,True,40,0.0586,0.5179,0.8829,0.1293,0.2539,0.4576,1.0,4.2525,2.2577,2.3117,0.1171,-0.058,1.0,K_Scatch
37,261,652969,653195,18517,1021,696,2230510,25,150,1398,False,True,40,0.0529,0.6342,0.9912,0.1602,0.2194,0.3247,1.0,4.2676,2.3503,2.3541,0.0088,-0.0589,1.0,K_Scatch
41,220,663618,663832,17825,790,539,2155523,24,143,1400,False,True,40,0.0586,0.5347,0.8364,0.1279,0.2266,0.397,1.0,4.251,2.2529,2.3304,0.1636,-0.0553,1.0,K_Scatch
41,456,674290,674482,16686,842,562,2013557,19,150,1402,False,True,40,0.0585,0.7906,0.4627,0.296,0.4929,0.3416,0.0,4.2224,2.6181,2.2833,-0.5373,-0.0572,1.0,K_Scatch
39,734,684933,685134,16521,926,591,1992604,21,149,1400,False,True,40,0.0557,0.8817,0.2892,0.4964,0.7505,0.3401,0.0,4.218,2.842,2.3032,-0.7108,-0.0577,1.0,K_Scatch
41,226,695578,695788,17706,802,537,2147442,24,148,1404,False,True,40,0.0584,0.5443,0.8809,0.1318,0.2307,0.3911,1.0,4.2481,2.2672,2.3222,0.1191,-0.0525,1.0,K_Scatch
39,226,702679,702873,18071,814,534,2160349,27,148,1400,False,True,40,0.0557,0.5019,0.9639,0.1336,0.2297,0.3633,1.0,4.257,2.2718,2.2878,0.0361,-0.066,1.0,K_Scatch
41,216,713328,713531,18908,853,535,2264960,24,143,1402,False,True,40,0.0585,0.4678,0.8621,0.1248,0.2052,0.3794,1.0,4.2766,2.243,2.3075,0.1379,-0.0641,1.0,K_Scatch
43,230,830512,830692,18896,768,507,2225392,22,142,1404,False,True,40,0.0613,0.4386,0.9626,0.1332,0.2435,0.355,0.0,4.2764,2.2718,2.2553,-0.0374,-0.0799,1.0,K_Scatch
41,232,844714,844903,20313,755,497,2400588,23,141,1400,False,True,40,0.0586,0.4373,0.9895,0.1364,0.253,0.3803,0.0,4.3078,2.281,2.2765,-0.0105,-0.0767,1.0,K_Scatch
39,222,855369,855569,18203,696,480,2155986,25,143,1398,False,True,40,0.0558,0.5027,0.915,0.1309,0.2629,0.4167,1.0,4.2601,2.2624,2.301,0.085,-0.0747,1.0,K_Scatch
39,212,862475,862693,17357,794,495,2034432,27,142,1400,False,True,40,0.0557,0.5398,0.7936,0.1236,0.2179,0.4404,1.0,4.2395,2.238,2.3385,0.2064,-0.0843,1.0,K_Scatch
39,226,876673,876871,18954,749,482,2236201,25,143,1400,False,True,40,0.0557,0.4881,0.9444,0.1336,0.2497,0.4108,1.0,4.2777,2.2718,2.2967,0.0556,-0.0783,1.0,K_Scatch
41,218,897989,898132,14949,720,469,1734628,27,142,1400,False,True,40,0.0586,0.4094,0.8079,0.1264,0.2458,0.3049,0.0,4.1746,2.248,2.1553,-0.1921,-0.0935,1.0,K_Scatch
39,907,908650,908829,16469,929,568,1939163,27,143,1398,False,True,40,0.0558,0.894,0.2062,0.6209,0.9343,0.3151,0.0,4.2167,2.9385,2.2529,-0.7938,-0.0801,1.0,K_Scatch
39,225,919301,919496,17810,763,456,2094532,25,142,1398,False,True,40,0.0558,0.509,0.9538,0.133,0.2438,0.4276,1.0,4.2507,2.2695,2.29,0.0461,-0.0812,1.0,K_Scatch
39,58,933630,933641,100,30,16,12817,123,140,1398,False,True,40,0.0558,0.5215,0.5789,0.0136,0.6333,0.6875,0.0,2.0,1.2787,1.0414,-0.4211,0.0013,0.3494,K_Scatch
142,167,947849,947878,354,67,47,44478,120,134,1400,False,True,40,0.2029,0.5117,0.8621,0.0179,0.3731,0.617,1.0,2.549,1.3979,1.4624,0.1379,-0.0184,0.9437,K_Scatch
39,218,965451,965599,16821,670,425,1972773,29,141,1398,False,True,40,0.0558,0.365,0.8268,0.128,0.2672,0.3482,0.0,4.2259,2.2529,2.1703,-0.1732,-0.0838,1.0,K_Scatch
39,218,979651,979800,15937,745,463,1847157,31,141,1398,False,True,40,0.0558,0.4025,0.8324,0.128,0.2403,0.3218,0.0,4.2024,2.2529,2.1732,-0.1676,-0.0945,1.0,K_Scatch
41,222,990300,990473,15896,756,469,1847464,22,143,1400,False,True,40,0.0586,0.4924,0.9558,0.1293,0.2394,0.3689,0.0,4.2013,2.2577,2.238,-0.0442,-0.092,1.0,K_Scatch
41,58,997542,997556,128,38,27,16028,120,134,1400,False,True,40,0.0586,0.4622,0.8235,0.0121,0.4474,0.5185,0.0,2.1072,1.2305,1.1461,-0.1765,-0.0217,0.3945,K_Scatch
41,222,1018714,1018885,16220,780,453,1877827,19,141,1400,False,True,40,0.0586,0.476,0.9448,0.1293,0.2321,0.3775,0.0,4.2101,2.2577,2.233,-0.0553,-0.0955,1.0,K_Scatch
35,210,1029360,1029531,14963,779,468,1720418,22,141,1398,False,True,40,0.0501,0.5,0.9771,0.1252,0.2246,0.3654,0.0,4.175,2.243,2.233,-0.0229,-0.1017,1.0,K_Scatch
41,217,1040020,1040199,15050,867,541,1751637,21,141,1400,False,True,40,0.0586,0.5223,0.9832,0.1257,0.203,0.3309,1.0,4.1775,2.2455,2.2529,0.0168,-0.0907,1.0,K_Scatch
39,214,1050670,1050830,13033,731,420,1508093,29,141,1398,False,True,40,0.0558,0.5345,0.9143,0.1252,0.2394,0.381,0.0,4.115,2.243,2.2041,-0.0857,-0.096,1.0,K_Scatch
41,215,1150090,1150255,16968,670,399,1976551,26,143,1400,False,True,40,0.0586,0.409,0.9483,0.1243,0.2597,0.4135,0.0,4.2296,2.2406,2.2175,-0.0517,-0.09,1.0,K_Scatch
41,215,1157189,1157378,16584,821,498,1936241,25,143,1398,False,True,40,0.0587,0.4957,0.9206,0.1245,0.2119,0.3795,1.0,4.2197,2.2406,2.2765,0.0794,-0.0879,1.0,K_Scatch
43,214,1164302,1164475,14969,805,503,1758655,27,142,1400,False,True,40,0.0614,0.494,0.9884,0.1221,0.2124,0.3439,1.0,4.1752,2.233,2.238,0.0116,-0.0821,1.0,K_Scatch
39,214,1174946,1175131,13601,805,503,1579135,25,141,1400,False,True,40,0.0557,0.5799,0.9459,0.125,0.2174,0.3678,1.0,4.1336,2.243,2.2672,0.054,-0.0929,1.0,K_Scatch
39,212,1185602,1185752,13387,763,425,1546189,29,141,1398,False,True,40,0.0558,0.4841,0.867,0.1238,0.2267,0.3529,0.0,4.1267,2.238,2.1761,-0.1329,-0.0977,1.0,K_Scatch
41,218,1196243,1196445,16164,861,522,1868220,23,141,1400,False,True,40,0.0586,0.5479,0.8762,0.1264,0.2056,0.387,1.0,4.2085,2.248,2.3054,0.1238,-0.097,1.0,K_Scatch
39,74,1206989,1207040,935,143,98,117325,119,135,1398,False,True,40,0.0558,0.4762,0.6863,0.025,0.2448,0.5204,1.0,2.9708,1.5441,1.7076,0.3137,-0.0197,0.9999,K_Scatch
41,219,1221106,1221276,15601,865,517,1835252,23,143,1400,False,True,40,0.0586,0.4844,0.9551,0.1271,0.2058,0.3288,0.0,4.1932,2.2504,2.2304,-0.0449,-0.081,1.0,K_Scatch
41,221,1228221,1228359,11348,595,357,1302540,27,143,1400,False,True,40,0.0586,0.5432,0.7667,0.1286,0.3025,0.3866,0.0,4.0549,2.2553,2.1399,-0.2333,-0.1033,1.0,K_Scatch
39,214,1242405,1242592,15414,796,478,1798470,24,142,1400,False,True,40,0.0557,0.529,0.9358,0.125,0.2199,0.3912,1.0,4.1879,2.243,2.2718,0.0642,-0.0885,1.0,K_Scatch
43,215,1253069,1253240,13975,795,441,1630309,29,140,1400,False,True,40,0.0614,0.5249,0.9942,0.1229,0.2164,0.3878,0.0,4.1453,2.2355,2.233,-0.0058,-0.0886,1.0,K_Scatch
39,440,1263724,1263888,11388,735,415,1315891,29,141,1398,False,True,40,0.0558,0.8268,0.409,0.2868,0.5456,0.3952,0.0,4.0564,2.6031,2.2148,-0.591,-0.0973,1.0,K_Scatch
39,214,1277926,1278089,13553,708,424,1567858,30,141,1400,False,True,40,0.0557,0.5249,0.9314,0.125,0.2472,0.3844,0.0,4.132,2.243,2.2122,-0.0686,-0.0962,1.0,K_Scatch
37,218,1285016,1285196,15704,976,557,1814409,25,142,1396,False,True,40,0.053,0.518,0.9945,0.1297,0.1855,0.3232,0.0,4.196,2.2577,2.2553,-0.0055,-0.0974,1.0,K_Scatch
39,211,1292132,1292303,12012,607,362,1381722,30,141,1398,False,True,40,0.0558,0.5916,0.9942,0.123,0.2834,0.4724,0.0,4.0796,2.2355,2.233,-0.0058,-0.1013,1.0,K_Scatch
39,212,1299230,1299402,11875,657,387,1375431,32,143,1398,False,True,40,0.0558,0.6009,0.9942,0.1238,0.2633,0.4444,0.0,4.0746,2.238,2.2355,-0.0058,-0.0951,1.0,K_Scatch
41,212,1309877,1310041,11271,664,396,1297285,27,141,1402,False,True,40,0.0585,0.5981,0.9591,0.122,0.2575,0.4141,0.0,4.052,2.233,2.2148,-0.0409,-0.1008,1.0,K_Scatch
41,227,1316989,1317154,12212,617,372,1398637,27,141,1402,False,True,40,0.0585,0.6021,0.8871,0.1327,0.3015,0.4435,0.0,4.0868,2.2695,2.2175,-0.1129,-0.1052,1.0,K_Scatch
39,68,1327718,1327750,539,94,63,68416,119,135,1402,False,True,40,0.0556,0.4192,0.9063,0.0207,0.3085,0.5079,1.0,2.7316,1.4624,1.5051,0.0938,-0.0083,0.9848,K_Scatch
39,72,1338367,1338402,677,114,79,86417,120,140,1400,False,True,40,0.0557,0.4139,0.9429,0.0236,0.2895,0.443,1.0,2.8306,1.5185,1.5441,0.0571,-0.0028,0.9966,K_Scatch
39,217,1359602,1359742,10276,552,319,1187807,25,141,1400,False,True,40,0.0557,0.5876,0.7865,0.1271,0.3225,0.4389,0.0,4.0118,2.2504,2.1461,-0.2135,-0.097,1.0,K_Scatch
41,224,1370247,1370411,11535,758,419,1327403,23,141,1400,False,True,40,0.0586,0.6156,0.8962,0.1307,0.2414,0.3914,0.0,4.062,2.2624,2.2148,-0.1038,-0.101,1.0,K_Scatch
39,66,1384526,1384579,794,131,91,101435,119,140,1402,False,True,40,0.0556,0.4451,0.5094,0.0193,0.2061,0.5824,1.0,2.8998,1.4314,1.7243,0.4906,-0.0019,0.9995,K_Scatch
39,211,1391555,1391715,11492,650,443,1339579,26,143,1402,False,True,40,0.0556,0.5824,0.9302,0.1227,0.2646,0.3612,0.0,4.0604,2.2355,2.2041,-0.0698,-0.0893,1.0,K_Scatch
39,208,1402211,1402348,10904,617,334,1261668,28,141,1402,False,True,40,0.0556,0.529,0.8106,0.1205,0.2739,0.4102,0.0,4.0376,2.2279,2.1367,-0.1893,-0.096,1.0,K_Scatch
37,199,1430612,1430780,14069,675,452,1642086,26,141,1400,False,True,40,0.0529,0.4831,0.9643,0.1157,0.24,0.3717,1.0,4.1483,2.2095,2.2253,0.0357,-0.0882,1.0,K_Scatch
39,191,1437715,1437882,12388,631,374,1431766,29,143,1400,False,True,40,0.0557,0.512,0.9102,0.1086,0.2409,0.4465,1.0,4.093,2.1818,2.2227,0.0898,-0.0971,1.0,K_Scatch
43,194,1448373,1448535,12108,614,359,1402972,34,141,1402,False,True,40,0.0613,0.505,0.9321,0.1077,0.2459,0.4512,1.0,4.0831,2.179,2.2095,0.0679,-0.0948,1.0,K_Scatch
39,192,1469673,1469845,13946,589,406,1635177,33,142,1402,False,True,40,0.0556,0.4701,0.8895,0.1091,0.2598,0.4236,1.0,4.1445,2.1847,2.2355,0.1105,-0.084,1.0,K_Scatch
39,187,1480323,1480475,13309,500,310,1550152,31,143,1402,False,True,40,0.0556,0.4084,0.9737,0.1056,0.296,0.4903,1.0,4.1241,2.1703,2.1818,0.0263,-0.09,1.0,K_Scatch
41,196,1494534,1494716,12729,634,404,1482862,29,143,1400,False,True,40,0.0586,0.5488,0.8516,0.1107,0.2445,0.4505,1.0,4.1048,2.1903,2.2601,0.1484,-0.0899,1.0,K_Scatch
41,197,1512277,1512467,14309,793,469,1661835,31,141,1402,False,True,40,0.0585,0.5172,0.821,0.1113,0.1967,0.4051,1.0,4.1556,2.1931,2.2787,0.1789,-0.0927,1.0,K_Scatch
39,191,1530040,1530225,14346,694,424,1691554,29,143,1400,False,True,40,0.0557,0.4898,0.8216,0.1086,0.219,0.4363,1.0,4.1567,2.1818,2.2672,0.1784,-0.0788,1.0,K_Scatch
